,title,body
10,"
				JDC x AI 인공지능 아카데미 참가자 모집
			","



  □ 아카데미 개요

 ㅇ 일       시 : 2019년 11월 6일 ~ 12월 11일(매주 수요일) 19:00 ~ 20:30      * 간단한 다과 제공

 ㅇ 장       소 : 제주상공회의소 5층 국제회의실

 ㅇ 참여대상 : 희망하는 도민 누구나

 ㅇ 참가신청 : 온라인 사전신청(sec.jejunu.ac.kr) 또는 현장 신청

  - 90% 이상 참여시 수료증 발급

 ㅇ 문      의 : JDC 인공지능 아카데미 운영사무국(064-805-8832)
 
		"
11,"
				2019 JDC 이음일자리 플러스 참여자 모집
			","


			자세한 내용은 붙임의 파일을 확인하여 주시기 바랍니다.
		"
12,"
				[JDC 드론 시범사업 사업자 공모] 심사결과 알림
			","


			 「JDC 드론 시범사업 사업자 공모」에 참여해주신 분들께 감사드리며 심사결과를 다음과 같이 알려드립니다.

(평가일시) 2019년 10월 22일
(평가결과) 우선협상대상자 선정



구 분
업체명
비고


분야 1(사업연계)
㈜파블로항공
-


분야 2(공공서비스)
드론버스
제주업체




※ 문의처 : (064)797-5769(538)

 
		"
13,"
				2019 JDC 마을공동체사업 공모
			","


			자세한 공고 내용은 붙임의 파일을 확인하여 주시기 바랍니다.
		"
14,"
				2019 제주 ICT 페스티벌 개최 안내(11.09.(토), 제주대학교 체육관)
			","




문의 : JDC 첨단사업처(064-797-5526) / 제주ICT기업협회(064-755-3321)
		"
15,"
				2019 JDC 복지시설 특장차량 지원 사업 공모
			","


			제주국제자유도시개발센터는 사회복지서비스 시설에의 접근성을 높이고 교통약자의 이동 편의를 증진시키기 위하여 「JDC 복지시설 특장차량 지원 사업 공모」를 진행하오니 많은 관심과 참여 바랍니다.

1. 지원내용
 ⚬ 특장차량(중형승합차) 구입비 지원 (총 5대/시설 당 1대)
  - 조달청 나라장터를 통한 수혜자(사회복지법인·시설 등) 직접 구매방식(※세부사항은 추후 안내 예정)

2. 지원 대상
 ⚬ 교통약자 및 시설이용자 대상 직접서비스를 제공하는 사회복지법인·시설 등(제주지역)
  - 사회복지사업법 제2조(정의)에 따른 사회복지법인·시설 등(제주지역)
  - 2016년 1월 1일 이전 설립(허가) 완료된 사회복지법인·시설 등(제주지역)

3. 지원 제외대상
 ⚬ 수익을 주된 목적으로 하는 사회복지법인·시설 등
 ⚬ 정치 및 종교적 목적으로 이용될 수 있는 경우
 ⚬ JDC에서 이미 차량 지원을 받은 경우
 ⚬ 공고일 기준 최근 3년 이내 타기관으로부터 차량을 지원 받은 사회복지법인·시설 등(차량 종류 무관)

4. 공고 및 서류 접수기간
 ⚬ 2019. 10. 21.(월) ∼ 2019. 11. 8.(금) 18:00 까지

5. 제출서류
 ⚬ 신청서류 : 공모신청서, 특장차량 운영계획서, 개인정보 수집·이용 동의서(붙임양식 참조)
 ⚬ 증명서류 : 사회복지시설신고증, 사업자등록증 또는 고유번호증 사본 각 1부
 ⚬ 기타서류 : 차량등록증 및 차량 비품대장 사본 각 1부, 보유차량 내·외관 및 주행계기판 사진 각 1부

6. 서류접수
 ⚬ 접수방법 : 등기우편 발송(방문접수 불가)
 ⚬ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 엘리트빌딩 3층 제주국제자유도시개발센터 홍보협력실
 ⚬ 문 의 처 : 제주국제자유도시개발센터 홍보협력실(064-797-5570)
 ⚬ 참고사항
  - 접수기간 이후 서류도착 및 제출서류 미비 시 심사대상에서 제외
  - 제출된 서류 반환 불가

7. 적격 심사와 평가
 ⚬ 심사방법 : 담당자 서류 확인을 통한 적격 여부 심사
 ⚬ 평가방법 : 평가위원회(내·외부 평가위원)가 운영계획서를 정량·정성 평가

8. 결과발표
 ⚬ 결과발표 : 2019. 11월 중 홈페이지 공고 및 개별 연락

9. 유의사항
 ⚬ 차량 등록비, 탁송료, 세금 및 보험료 등은 수혜자(사회복지법인·시설 등) 자부담
 ⚬ 신청내용은 사실에 근거하여야 하며, 관련서류 미제출·허위기재 및 신청내용이 사실과 다를 경우 지원 취소 및 차량 환수
 ⚬ 수혜시설명(사회복지법인·시설 등) 이외 개인 및 대표자 명의로 등록 금지
  - 특장차량 구입 후 차량등록증 제출 요청 예정
 ⚬ JDC와 사전 협의 없는 차량 매각, 등록말소, 폐차, 제3자에 대한 권리이양, 대여, 담보 및 교환 불가
 ⚬ 차량 내·외관에 대한 불법적 용도 변경과 디자인 변경 불가
  - 제작된 디자인 이외 기관명, CI, 전화번호 등 추가 부착 불가
 ⚬ 사업 목적 외, 위법행위, 정치·종교적 목적, 영리목적으로 사용 불가
 ⚬ JDC는 지원 차량 유무에 대한 현장 실사를 할 수 있고, 이와 관련하여 JDC에서 차량에 대한 중간 점검 요청을 할 수 있음
 
2019년 10월 21일
제주국제자유도시개발센터 이사장
 
 
		"
16,"
				JDC 글로벌 인재 맞춤형 일자리 지원 사업 위탁운영기관 모집 공고
			","


			                               JDC 글로벌 인재 맞춤형 일자리 지원 사업 위탁 운영기관 모집 공고
 
제주국제자유도시개발센터는 제주출신 취업 준비생들에게 해외취업의 기회를 제공하여 글로벌 핵심인재로 양성하고자
JDC 글로벌 인재 맞춤형 일자리 지원 사업의 위탁 운영기관 모집을 다음과 같이 공고합니다.
                                                                                                                                                                  2019년 10월 18일
                                                                                                                                        제주국제자유도시개발센터 이사장
 
1. 사업개요
 ㅇ (사 업 명) JDC 글로벌 인재 맞춤형 일자리 지원 사업 위탁운영기관 공개모집
 ㅇ (사업기간) 협약일로부터 2020년 12월 31일
 ㅇ (지원대상) 제주출신 청년 80명 이내 ※ 취약계층 20% 포함
 ㅇ (취업목표) 지원대상 중 해외취업 목표 65명
 ㅇ (위탁업무) 열정과 잠재력이 있는 청년을 대상으로 해외진출에 필요한 역량을 제고하여 해외취업 및 정착할 수 있도록 지원
     ※ 세부 과업내용은 ‘제안요청서’ 참조
 ㅇ (사업예산) 금500,000,000원(금오억원)
 
2. 신청자격
 ㅇ 고용노동부에 (유료)직업소개사업소로 등록하고, 사업자등록증 상 종목에 ‘국외(유료)직업소개소’를 포함하고 있는 해외 취업교육·해외 취업지원 전문 사업자
 
3. 신청서 제출
 ㅇ 접수기간 : 2019년 10월 18일(금) ~ 11월 1일(금) 18:00 마감
 ㅇ 접수방법 : 우편 및 온라인 접수
 ㅇ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 3층 홍보협력실
 ㅇ 제출서류 : 제안요청서 참조

4. 위탁 운영기관 선정
 ㅇ 선정방법 : 서류 및 면접평가(사업계획 제안 설명 및 질의응답)
 ㅇ 평가일정 및 장소 : 2019.11.06.(수), 14시 예정 / JDC 본사 중회의실 2
 ㅇ 결과발표 : 선정기관 개별 통보
 
5. 기타 유의사항
 ㅇ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
 ㅇ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을 완전히 숙지하고 공개모집에 임하여야 하며, 이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있음
 ㅇ 제출된 서류의 내용이 사실과 다를 경우 수탁기관 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
 ㅇ 문의안내
   - 담당자 : 제주국제자유도시개발센터 홍보협력실 홍단비 과장
   - 연락처 : ☎ 064)797-5764 이메일 : sweetrain@jdcenter.com
 
		"
17,"
				JDC 소셜벤처 지원사업 ‘낭그늘’위탁운영기관 모집 재공고
			","

                                                                        JDC 소셜벤처 지원사업 ‘낭그늘’ 위탁운영기관 모집 재공고
 
제주국제자유도시개발센터는 제주도 내 사회적경제 소셜벤처 발굴하고 혁신조직 성장 지원을 통한 지역 생태계 활성화 및 사회적 가치 실현을 위하여
JDC 소셜벤처 지원사업 ‘낭그늘’을 위탁하고자 다음과 같이 재공고합니다.
                                                                                                                                                                                                                2019년 9월 26일
                                                                                                                                                                                      제주국제자유도시개발센터 이사장
 
1. 사업개요
 ㅇ (사 업 명) JDC 소셜벤처 지원사업 ‘낭그늘’
 ㅇ (사업내용)
   - 소셜벤처의 혁신성장 촉진을 위해 교육, 금융(투자), 기술개발, 컨설팅, 판로개척 등 분야별, 단계별 맞춤형 지원을 통해 창업 성공률 제고
   - 개별 소셜벤처 솔루션 지원과 함께 제주의 특징과 제주의 자원 연계로 부가가치 창출 가능한 집합적 임팩트 프로젝트 공동 수행 지원
   - 제주혁신성장센터 내 ‘낭그늘‘(A동 1층 약 170평)을 중심으로 소셜벤처 창업ㆍ성장 및 성공사례 창출의 중심지(HUB)로 강화
     ※ 세부내용은 ‘제안요청서’ 참조
 ㅇ (사업기간) 협약일로부터 2022년 12월 31일
     ※ 각 연차별 사업 종료 후 성과평가를 통해 위탁운영기관과의 사업연속 여부 결정
 ㅇ (지원대상) 제주지역 사회 문제해결이 사업목적인 소셜벤처(예비 창업자 포함)
   - 일자리 및 사회서비스 창출을 수반하는 제주의 장점과 특색을 살린 문화, 예술, 환경, 도시재생 등 제주형 사업 및 JDC 특징에 부합하는 사업
 ㅇ (사업금액) 860백만원 * 협약일로부터 13개월 계약 분
     ※ 2회차 사업비는 상호 협의로 결정 하며 추후 예산편성 및 심의 과정 시 변경 가능

2. 신청자격  ※ 제안요청서 참조
 ㅇ 제주지역 사회적경제 소셜벤처 지원사업 운영을 위해 창업기업 발굴, 멘토링, 투자유치 등 액셀러레이팅 업무수행 조건을 만족하는 국내 법인
 
3. 신청서 제출
 ㅇ 공고기간 : 2019년 9월 26일(목) ~ 10월 7일(월)
 ㅇ 접수기간 : 2019년 9월 30일(월) ~ 10월 7일(월) 18:00 마감
 ㅇ 접수방법 : 우편 및 방문접수
 ㅇ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 3층 홍보협력실
 ㅇ 제출서류 : 제안요청서 참조
 
4. 위탁운영기관 선정
 ㅇ 선정방법 : 서류 및 면접심사(사업계획 제안 설명 및 질의응답)
 ㅇ 평가일정 : 2019.10.11.(금), 14시 예정
 ㅇ 평가장소 : 제주혁신성장센터 A동 1층 낭그늘 세미나실
   ※ 평가일정 및 장소 변경 시 개별 통보
ㅇ 결과발표 : 선정기관 개별 통보
 
5. 기타 유의사항
 ㅇ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
 ㅇ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을 완전히 숙지하고 공개모집에
      임하여야 하며, 이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있음
 ㅇ 제출된 서류의 내용이 사실과 다를 경우 위탁기관 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
 ㅇ 문의안내
   - 담당자 : 제주국제자유도시개발센터 홍보협력실 홍단비 과장
   - 연락처 : ☎ 064)797-5764 이메일 : sweetrain@jdcenter.com
 
		"
18,"
				JDC 드론 시범사업 사업자 공모(재공모) 공고
			","

「JDC 드론 시범사업 사업자 공모(재공모)」
제주국제자유도시개발센터는 제주 공역을 활용한 드론 기술을 검증하고 사업 모델을 발굴하고자 ‘JDC 드론시범사업 사업자 공모(재공모)’를 추진하오니 많은 관심과 참여 바랍니다.
2019년 9월 25일
제주국제자유도시개발센터 이사장
 
1) 사업설명
• 사 업 명 : JDC 드론 시범사업 사업자 공모(재공모)
• 사업내용 : 제주 공역을 활용한 드론 기술 검증 및 사업모델 발굴
• 사업기간 : 협약체결일로부터 120일
• 실증지역 : 제주도 공역(비행금지구역 제외), 시범사업 공역(항공우주박물관 인근)
• 공모분야 : ※ 자세한 사항은 공모안내서 참고
 ▶사업연계분야 : JDC 기존사업과 연계하여 활용가능하거나 신규사업으로 추진 가능한 분야
• 수행방법 : 제주 공역을 활용한 사업별 실증시나리오 설정, 이에 따른 적정테스트와 성과지표 도출을 통한 기술 실증 및 사업모델 발굴
• 선정방법 : 공모를 통한 대상자 선정(평가 후 협약체결)
• 사업예산 : 총 금45,000,000원(부가세 포함)_1개업체 선정(사업비 45백만원 내 조정)
• 평가방법 : 정량평가(20점), 정성평가(80점)_제안설명(발표)평가 포함
 
2) 접수설명
• 참여자격 : 드론 신기술 분야 전문인력을 보유하고 경험을 갖춘 전문기관
• 접수기간 : 2019.09.25.(수) ~ 2019.10.08.(화)  17:00 / 14일간
• 접수방법 : 방문 및 우편접수
• 유의사항 :
 ▶공모안내서 참고 후, 공모신청서 양식에 맞게 작성
 ▶기접수 업체 중복지원 불가
• 기타문의 : 064.797.5538(5769)
 
※참고
[ JDC 사업 ]
- 첨단과학 : 제주첨단과학기술단지, 제주첨단과학기술단지 2단지
- 교육 : 영어교육도시
- 관광 : 신화역사공원, 제주항공우주박물관
- 의료 : 헬스케어타운
- 주택 : 공공임대주택
- 면세 : JDC 지정면세점
- 기타 : 미래사업(업사이클링 클러스터, 스마트시티 실증단지, 전기자동차 시범단지, 첨단 농식품 단지, 드론사업, 국제화사업)
 
[ 실증부문(예시) ]
- 물품 수송 : 화물운반, 재난지역 및 격오지 구호품․의료품 전달
- 산림 보호 및 재해 감시 : 산불예방, 잔불조사, 병충해 진단 등
- 시설물 안전진단 : 교량, 철도, 건물, 고압 송전선 등 안전진단
- 국토조사 및 순찰 : 측량, 국토조사, 민원 및 재난현장 조사 등
- 해안 및 접경지역 관리 : 불법어로, 해안선 안전 감시 등
- 통신망 활용 무인기 제어 : 통신능력, 제어기술 및 영상 스트리밍, 충돌회피, 식별 등
- 촬영,레저,스포츠,광고 : 사진촬영,취미,오락,게임,광고 등
- 다중 동시 임무수행 : 자동, 자율비행 기술을 활용한 다중 임무수행, 드론아트쇼 등
- 기타(항공방제 등 농업분야 활용, 신규 사업분야 등)
		"
19,"
				2019 평화의 섬 제주, JDC Book Fair 개최 안내(10.12(토)), 영어교육도시 배움의 길)
			","



ㅁ 축제 개요 

ㅇ 축 제 명 : 2019 평화의 섬 제주, JDC Book Fair
ㅇ 일 시 : 2019. 10. 12(토) 11:00 ~ 18:00
ㅇ 장 소 : 영어교육도시 배움의 길
ㅇ 추진컨셉 : 평화의 섬 ‘제주’ 속 항쟁의 역사를 들여다보다
ㅇ 참여대상 : 도내 학생, 학부모, 도민 등
ㅇ 주       최 : 제주국제자유도시개발센터(JDC)
 * 플리마켓은 제주도청 영어교육도시지원팀에서 주최
ㅇ 후      원 : 제주도교육청
ㅇ 프로그램 : 북콘서트, 초청강연, 청소년 문학공모전, 영어 스피치 대회, 영어 토론대회, 출판사 및 서점 부스, 가족 골든벨 퀴즈대회, 헌 책 줄께, 새 책 다오, 플리마켓, 제주항공우주박물관 체험부스 등
 

* 청소년 문학공모전, 영어스피치대회, 영어토론대회, 가족골든벨 퀴즈대회 참가 관련 JDC 홈페이지(www.jdcenter.com) 공지사항 참조


*문의 : JDC 교육도시처(064-797-5654) / 2019 평화의 섬 제주, JDC Book Fair 운영사무국(064-744-0337)


 
		"
20,"
				2019 제주신화페스티벌 개최 알림 / 10.4.(금) ~ 10.6.(토) /
			","


http://jejumyth.co.kr 홈페이지

□ 축제 개요
ㅇ 축 제 명 : 2019년 제주신화페스티벌
ㅇ 축제 기간 : 2019. 10. 4(금) ~ 10. 6(일) 3일간
ㅇ 슬 로 건 : “나는 어떤 신을 닮았을까?”
ㅇ 참석 대상 : 제주도민, 도내 거주 외국인 및 국·내외 관광객
ㅇ 축제 장소 : 항공우주박물관 (J지구)
ㅇ 주        최 : 제주국제자유도시개발센터(JDC)

□ 축제  일정 및 프로그램


*문의 : JDC 관광사업처 064-787-5745
            운영사무국 064-742-0101
		"
21,"
				제주첨단과학기술단지 스마트빌딩 임대공고
			","

ㅇ공고일정
 - 입주신청서접수 : 2019.09.20.(금) ~ 2019.10.07.(월)
   ※우편, 방문 접수
 - 입주심사 : 2019.10.11.(금) 예정
  *입주심사위원회 일정에 따라 변경가능
 - 입주적격통보 : 입주심사 후 7일 이내
 -  계약체결 : 입주적격 통보 후 10일 이내
 - 입주시작 : 협의 후 결정
 
ㅇ접수처
 - 신청은 접수 마감시일까지 우편 및 방문접수에 한하며 접수주소 및 문의처는 아래와같음
   제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 1층 104호 첨단사업처 김영진 차장
   전화문의 : 064)797-5526, 전송(FAX) : 064)797-5670, E-mail : yjkim@jdcenter.com
 
ㅇ제출서류
- 제출서류는 입주 안내서를 참조바라며 신청서식 다운로드는 아래 사이트에서 가능함
   한국산업단지공단 공장설립정보망 홈페이지 www.femis.go.kr
   제주국제자유도시개발센터 홈페이지 www.jdcenter.com > 공지사항
   제주첨단과기단지 홈페이지 www.jeju-sp.com > 공지사항
 
자세한 사항은 임대공고문과 입주안내서를 참고하여 주시기 바랍니다.
"
22,"
				(~10.11 접수기간 연장) 2019 평화의 섬 제주,  JDC Book Fair 가족 골든벨 퀴즈대회 참가 안내
			","

국토교통부 산하 공기업인 제주국제자유도시개발센터(JDC)가 청명하고 풍성한 가을, 역사의식을 고취하고, 독서의 생활화를 장려하기 위해 가족 골든벨 퀴즈대회를 아래와 같이 개최하오니 학생 및 가족 여러분들의 많은 관심과 참여를 바랍니다.
 
□ 가족 골든벨 퀴즈대회 개요

 ㅇ 대회 주제 :‘역사’ ‘책’ 관련 주제
 ㅇ 참가 자격 : 가족 50팀(보호자 1인 및 자녀 1인, 2인 1팀)
  * 연령제한 없음
 ㅇ 운영 방식
  - 지원자는 4.3사건 유적지, 국내ㆍ외 독립운동 유적지 중 1곳을 선정하여 가족여행계획을 작성 후 참가신청서와 함께 제출
  - Book Fair 행사 당일 역사 및 책 관련 퀴즈*대회를 개최, 최종 3팀 선발
   * OX 퀴즈 및 객관식, 주관식 문제 출제 서바이벌 방식
  - 수상팀은 가족여행 후 결과 보고서* 제출 필수
   * 북페어 행사 후 2달 이내 제출 필수(사진 포함). 보고서는 JDC 사보 게재 예정
 
□ 공모 개요

 ㅇ 응모기간 : ~ 2019. 10. 11(금), 15:00 
 ㅇ 제출서류 : 참가신청서 및 가족여행계획서 양식
 ㅇ 접수방법 : 전자우편 접수(ojh3969@naver.com)

□ 시상 개요

 ㅇ 시상일시 : 2019. 10. 12.(토), 행사장 현장 발표
 ㅇ 시상장소 : 2019 평화의 섬 제주, JDC Book Fair 행사장(서귀포시 대정읍 영어교육도시 일원/최종 장소 추후 공지)
 ㅇ 시 상
    - 1등, 100만원
    - 2등, 50만원
    - 3등, 30만원
  * 부상에 따른 제세공과금은 수상자 부담

※ 문 의 : 2019 평화의 섬 제주, JDC Book Fair 운영사무국(064-744-0337)
 
		"
23,"
				(~10.11 접수기간 연장)2019 평화의 섬 제주, JDC Book Fair 영어 토론대회 참가 안내
			","

국토교통부 산하 공기업인 제주국제자유도시개발센터(JDC)가 청명하고 풍성한 가을, 청소년들이 논리와 지식을 기반으로 영어로 자기 생각을 논리적으로 표현하는 글로벌 소통의 장을 마련합니다. 이와 관련하여 도내 고등학생 여러분의 많은 관심과 참여를 바랍니다.
 
□ 영어 토론대회 개요

 ㅇ 토론 주제 : 현장 발표
 ㅇ 참가 자격 : 제주도내 고등학교에 재학 중인 학생(3명 1팀)
 ㅇ 운영 방식 : 의회식 영어토론(Parliamentary Debate)
  * 토론당 제한시간 15분(팀당 서두발언:2분, 반론 및 입장개진:4분30초, 결론:1분)
  - (서류) 참가신청서 접수 * 선착순 8팀 접수
  - (본선) 북페어 행사 당일 진행, 토너먼트 방식 진행(8강-4강-결승)

□ 공모 개요
 
 ㅇ 응모기간 :  ~ 2019. 10. 11(금), 15:00
 ㅇ 제출서류 : 참가신청서
 ㅇ 접수방법 : 전자우편 접수(ojh3969@naver.com)
 
□ 시상 개요
 
 ㅇ 시상일시 : 2019. 10. 12.(토), 행사장 현장 발표
 ㅇ 시상장소 : 2019 평화의 섬 제주, JDC Book Fair 행사장(서귀포시 대정읍 영어교육도시 일원/최종 장소 추후 공지)
 ㅇ 시 상
  - 대상(1팀), 30만원, JDC이사장상
  - 최우수상(1팀), 20만원, JDC이사장상
  - 우수상(1팀), 10만원, JDC이사장상

* 부상에 따른 제세공과금은 수상자 부담입니다.

※ 문 의 : 2019 평화의 섬 제주, JDC Book Fair 운영사무국(064-744-0337)
 
		"
24,"
				(~10. 11 접수기간 연장)2019 평화의 섬 제주,  JDC Book Fair 영어 스피치 대회 참가 안내
			","

국토교통부 산하 공기업인 제주국제자유도시개발센터(JDC)가 청명하고 풍성한 가을, 청소년들의 글로벌 의식 함양과 세계화의 발판이 될 영어 스피치대회를 아래와 같이 마련합니다. 이와 관련하여 도내 초·중학생 여러분의 많은 관심과 참여를 바랍니다.
 
□ 영어 스피치 대회 개요
 ㅇ 스피치 주제 : ‘4.3사건’ ‘독립운동’ ‘평화’ ‘역사’관련 자유 주제
 ㅇ 참가 자격 : 제주도 내 초등학교 및 중학교에 재학 중인 학생
 ㅇ 운영 방식
  - (서류) 참가신청서 및 국문 및 영문 원고(3분 분량)를 제출
  - (예선) 제출 원고로 예선 진행 *신청인원이 저조할 경우 예선 생략 가능
  - (결선) 북페어 행사 당일날 진행되며 현장 스피치(3분)으로 구성
    * 결선 진출자에게 대회 장소 및 시간 개별 통보
 
□ 공모 개요
 ㅇ 응모기간 :  ~ 2019. 10. 11(금), 15:00
 ㅇ 제출서류 : 참가신청서 및 국문, 영문 원고
 ㅇ 접수방법 : 전자우편 접수(ojh3969@naver.com)

□ 시상 개요
 ㅇ 시상일시 : 2019. 10. 12.(토), 행사장 현장 발표
 ㅇ 시상장소 : 2019 평화의 섬 제주, JDC Book Fair 행사장(서귀포시 대정읍 영어교육도시 일원/최종 장소 추후 공지)
 ㅇ 시 상
  - 초등부(1명), 30만원, JDC이사장상
  - 중등부(1명), 30만원, JDC이사장상 
  * 부상에 따른 제세공과금은 수상자 부담입니다.
 
※ 문 의 : 2019 평화의 섬 제주, JDC Book Fair 운영사무국(064-744-0337)
 
		"
25,"
				(~10.9 접수기간 연장) 2019 평화의 섬 제주, JDC Book Fair 청소년 문학 공모전 참가 안내
			","

국토교통부 산하 공기업인 제주국제자유도시개발센터(JDC)가 청명하고 풍성한 가을, 청소년 문학 활성화를 위해 아래와 같이 공모전을 추진하오니 도내 학생 여러분의 많은 관심과 참여를 바랍니다.
 
□ 공모전 개요
 
 ㅇ 공모부문 : 시
 ㅇ 참가자격 : 제주도 내 초등학교, 중학교 및 고등학교에 재학 중인 학생
 ㅇ 응모주제 : ‘4.3사건’ ‘독립운동’ ‘평화’ ‘역사’ 관련 자유 주제
 ㅇ 응모기간 : 2019. 09. 18(수) ~ 2019. 10. 09(수)
 ㅇ 제출서류 : 참가신청서 및 출품작
 ㅇ 출품 형식 및 분량
  - 자유 형식 / A4 2장 이내 자유 분량
  - 제목 : HY중고딕 25포인트 / 지은이 및 내용 : 휴면명조 15포인트
 ㅇ 접수방법 : 전자우편 접수(ojh3969@naver.com)

※ 응모 작품 수 및 응모작의 수준에 따라 시상을 가감할 수 있습니다.
※ 부상에 따른 제세공과금은 수상자 부담입니다.
※ 타 공모전에 출품되지 않은 순수창작물에 한하여 출품 가능합니다.
※ 모방 또는 차용, 기 공모전 출품작으로 확인되는 경우 수상이 취소되며 상금은 환수조치 됩니다.
※ 응모 요강에 준하지 않는 출품작은 심사 대상에서 제외될 수 있습니다.
※ 출품된 작품의 저작권은 출품자 ( 창작자 ) 에게 있습니다. 다만 , 이번 수상작은 본 행사 진행 중 전시와 홍보 관련하여 자유이용허락 (CCL) 이 될 수 있음을 공지 드립니다.
 
□ 시상 개요
 ㅇ 수상자 발표 : 2019. 10. 10.(목), 개별통보
 ㅇ 시 상 일 시 : 2019. 10. 12.(토)
 ㅇ 시 상 장 소 : 2019 평화의 섬 제주, JDC Book Fair 행사장(서귀포시 대정읍 영어교육도시 배움의 길 일원/최종 장소 추후 공지)
 ㅇ 시 상
  -  초등부(1명), 30만원, 도교육감상
  -  중등부(1명), 30만원, 도교육감상
  -  고등부(1명), 30만원, 도교육감상
  * 부상에 따른 제세공과금은 수상자 부담입니다.

※ 문 의 : 2019 평화의 섬 제주, JDC Book Fair 운영사무국(064-744-0337)
 
		"
26,"
				2019 JDC 글로벌 인재육성 해외인턴십(전국) 모집공고
			","

 2019 JDC 글로벌 인재육성 해외인턴십(전국)

 □ 사업목적
 ㅇ 제주국제자유도시개발센터(JDC)는 열정과 잠재력이 있는 “제주출신의 전국 대학생”을 대상으로 해외 인턴십을 통해 국제적인 마인드와 역량을 갖춘 글로벌 인재를 양성하고자 「JDC 글로벌 인재육성 해외인턴십 프로그램(전국)」을 진행합니다.
 
 □ 모집대상
 ㅇ 제주 출신 전국지역 대학생으로 아래 요건에 한 가지 이상 충족하는 청년
  - 부모 또는 본인이 제주도내 중학교 이상 졸업 및 제주특별자치도에 주소지를 두고 거주하고 있는 자
  - 부모 또는 본인이 공고일 기준 주민등록상 주소지를 제주특별자치도로 3년 이상 거주했던 이력이 있는 자
 ㅇ 인턴십 참여 및 비자 발급에 결격사유가 없는 자
 ㅇ 저소득층 및 취업취약계층 20%내외 우선 선발
  * 제주지역 고등학교 졸업 후 타지역 대학 재학생 및 졸업예정자 참여가능

 □ 지원자격
 ㅇ 미국 : 토플기준 IBT 80이상, IELTS 6.5이상 또는 이에 상당하는 어학실력을 갖춘 자
 ㅇ 베트남 : 토익기준 650점 이상 또는 이에 상당하는 어학실력을 갖춘 자
 
 □ 인턴십 진행국가 및 분야 및 선발인원
 ㅇ 미국 – 디즈니월드 인턴십 (24주)
 ㅇ 베트남 – 호텔,관광서비스 분야 전문 인턴십 (16주)
 
 □ 선발인원 : 30명(미국 20명, 베트남 10명)
 
 □ 지원내역
 ㅇ 항공료(왕복), 해외보험료, 비자비용, 국내 교육 및 현지 교육비, 체제비 일부
  * 저소득층 참여시 체제비 추가 지원
 
 □ 모집일정 및 신청방법
 ㅇ 모집일정 : 2019년 9월 27일(금) 까지
 ㅇ 신청방법
  - http://www.jdcintern.co.kr 홈페이지에서 신청 가능
  (홈페이지 접속 후 신청서 다운로드 후 지원하기 신청)
  * 우선선발 대상자(저소득층) 증빙서류는 스캔 후 이메일 첨부 제출 (지원금 제공시 제출)
 
  ※ 기타 궁금하신 사항은 GHR 총괄담당자(010-2293-2278 / shh@ghr.or.kr)에 문의
 
		"
